index,name,description,brand,category,mrp_price,currency,stock,ean,color,availability,internal_id,qty,selling_price,discount,discount_percentage,revenue,stock_value
6766,Eco Clock Lock 360 Sense,Two at natural.,Hester-Hunter,Fishing & Hunting,37.0,INR,996,6910240000000.0,Violet,out_of_stock,46,209,34.04,2.96,8.0,7114.36,33903.84
6767,Scale,Member social alone window bring PM traditional plant.,"Peterson, Landry and Carson",Cycling,937.0,INR,304,6043560000000.0,DarkMagenta,backorder,94,289,515.35,421.65,45.0,148936.15,156666.4
6768,Smart Tablet,Personal color town with.,"Love, Wright and Glenn",Kids' Clothing,656.0,INR,259,3181990000000.0,Lime,discontinued,47,451,380.48,275.52,42.0,171596.48,98544.32
6769,Mini Scooter Dock Shaver,Reach itself heavy this capital.,"Carey, Lee and Russo",Books & Stationery,249.0,INR,72,6130140000000.0,RoyalBlue,limited_stock,54,174,166.83,82.17,33.0,29028.42,12011.76
6770,Digital Mouse Radio Light Max,Visit teacher eye within build in half.,Ellis PLC,Bedding & Bath,674.0,INR,97,6592920000000.0,Chartreuse,pre_order,64,861,337.0,337.0,50.0,290157.0,32689.0
6771,Wireless Brush Fast,Use yard and guy economy move.,Browning-Johns,Kitchen Appliances,644.0,INR,938,3807970000000.0,LightSteelBlue,in_stock,14,903,347.76,296.24,46.0,314027.28,326198.88
6772,Speaker Iron Grill,Discover represent heart certain station.,Valencia-Roberson,Fitness Equipment,161.0,INR,513,500736000000.0,Coral,backorder,39,212,123.97,37.03,23.0,26281.64,63596.61
6773,Wireless Stove Iron,Money compare bad machine understand ever walk.,Ross-Rivers,Haircare,223.0,INR,749,8001320000000.0,Red,backorder,43,833,133.8,89.2,40.0,111455.4,100216.2
6774,Rechargeable Thermostat Iron,Which move majority dark body authority wind strong.,Potter Group,Clothing & Apparel,781.0,INR,809,7515030000000.0,CadetBlue,pre_order,3,538,695.09,85.91,11.0,373958.42,562327.81
6775,Clean Bicycle Microphone,Meeting authority dream line.,"Koch, Monroe and Schaefer",Furniture,519.0,INR,319,1288220000000.0,Azure,backorder,5,95,295.83,223.17,43.0,28103.85,94369.77
6776,Ultra Trimmer,Throw his level most six.,Drake-Jimenez,Skincare,701.0,INR,430,4751490000000.0,Thistle,in_stock,53,640,448.64,252.36,36.0,287129.6,192915.2
6777,Wireless Printer Sense Edge Compact,Actually recognize result book current open long second.,Nolan-Mcguire,Cameras & Accessories,889.0,INR,438,4102540000000.0,DarkOliveGreen,in_stock,56,92,702.31,186.69,21.0,64612.52,307611.78
6778,Eco Mouse Premium X,Realize ability hard agency deep official old.,Schneider-Ritter,Makeup,841.0,INR,123,5809760000000.0,MediumVioletRed,limited_stock,81,208,479.37,361.63,43.0,99708.96,58962.51
6779,Automatic Scale Toaster Max,Pressure parent can arrive case often.,Cline-Copeland,Cleaning Supplies,86.0,INR,265,5831210000000.0,LightCyan,backorder,48,628,51.6,34.4,40.0,32404.8,13674.0
6780,Fast Radio Bicycle Cooler Digital One Advanced,Five member ok policy baby provide effect.,"Mcdowell, Mcintyre and Boyer",Clothing & Apparel,784.0,INR,579,4283250000000.0,Linen,in_stock,4,412,423.36,360.64,46.0,174424.32,245125.44
6781,Clean Lock Digital Prime,Baby feel indicate pretty never gas.,"Roach, Hubbard and Colon","Accessories (Bags, Hats, Belts)",646.0,INR,531,1510560000000.0,Lavender,out_of_stock,40,727,400.52,245.48,38.0,291178.04,212676.12
6782,Premium Grill Charger Headphones Edge Lite Fast,Know Republican card debate maintain.,Vance and Sons,Headphones & Earbuds,727.0,INR,753,8493310000000.0,OldLace,discontinued,58,965,494.36,232.64,32.0,477057.4,372253.08
6783,Charger Tablet Brush,Challenge growth who real message.,Riddle LLC,Smartwatches,567.0,INR,702,2071430000000.0,DarkGray,limited_stock,93,338,345.87,221.13,39.0,116904.06,242800.74
6784,Rechargeable Radio Radio,City not themselves page.,"Bates, Monroe and Schroeder",Sports & Outdoors,575.0,INR,682,4535490000000.0,SlateGray,limited_stock,38,965,471.5,103.5,18.0,454997.5,321563.0
6785,Silent Drone Printer,Partner offer term model happy company.,"Richmond, Hancock and Thompson",Bedding & Bath,416.0,INR,583,238732000000.0,MediumOrchid,pre_order,51,886,374.4,41.6,10.0,331718.4,218275.2
6786,Digital Tablet Blender Digital Smart Premium,Much catch particular couple art look note.,Rivas Group,Smartphones,395.0,INR,282,3941960000000.0,DarkOrchid,limited_stock,8,713,296.25,98.75,25.0,211226.25,83542.5
6787,Eco Scale Trimmer Grill,Area prepare stand old trip behavior personal.,"Juarez, Rush and Reynolds",Furniture,823.0,INR,234,6796560000000.0,Crimson,in_stock,45,419,419.73,403.27,49.0,175866.87,98216.82
6788,Wireless Fridge Freezer Digital One Sense,Four decade play line perhaps total.,"Snow, Gibbs and Sexton",Smartwatches,667.0,INR,535,2990840000000.0,DarkOrchid,limited_stock,42,189,386.86,280.14,42.0,73116.54,206970.1
6789,Pro Blender Wireless Digital,Amount information benefit offer.,Levy-Mejia,Office Supplies,422.0,INR,870,4901910000000.0,PaleGoldenRod,in_stock,79,875,350.26,71.74,17.0,306477.5,304726.2
6790,Headphones Charger,Air attorney arm.,"Winters, Parsons and Rocha",Cycling,693.0,INR,854,197619000000.0,RosyBrown,out_of_stock,40,243,388.08,304.92,44.0,94303.44,331420.32
6791,Compact Brush Lock,Network manage nature seem herself smile time.,"Escobar, Vazquez and Newman",Haircare,772.0,INR,332,7202570000000.0,LavenderBlush,out_of_stock,12,339,486.36,285.64,37.0,164876.04,161471.52
6792,Advanced Printer Advanced Pro Silent,Around choose responsibility ahead.,"Joyce, Reid and Salinas",Sports & Outdoors,706.0,INR,61,6747780000000.0,Gold,backorder,58,323,536.56,169.44,24.0,173308.88,32730.16
6793,Ultra Radio,American month short answer them them size.,Nichols and Sons,Sports & Outdoors,774.0,INR,91,7914610000000.0,Navy,discontinued,22,503,479.88,294.12,38.0,241379.64,43669.08
6794,Mini Router Freezer Webcam,Southern off produce reality stop whether book.,Contreras Inc,Fitness Equipment,812.0,INR,579,2800550000000.0,LightBlue,limited_stock,8,452,665.84,146.16,18.0,300959.68,385521.36
6795,Scanner,Enjoy doctor walk sea arrive mean past.,Vang-Rowland,Health & Wellness,538.0,INR,638,677399000000.0,LimeGreen,pre_order,86,631,398.12,139.88,26.0,251213.72,254000.56
6796,Silent Radio Treadmill,Term prepare to nation third act at serve.,Ballard-Valentine,Office Supplies,658.0,INR,847,9323610000000.0,AliceBlue,discontinued,27,1000,552.72,105.28,16.0,552720.0,468153.84
6797,Vacuum,Such across state sure couple.,Manning-Humphrey,Sports & Outdoors,284.0,INR,22,5942140000000.0,Tan,in_stock,28,463,201.64,82.36,29.0,93359.32,4436.08
6798,Charger,Far performance explain foot partner.,Pearson-Hardy,Makeup,338.0,INR,218,2078570000000.0,DarkGreen,discontinued,98,483,300.82,37.18,11.0,145296.06,65578.76
6799,Eco Fan Monitor Toaster Prime,Talk mention occur movement project show everyone tonight.,Pennington-Arellano,Clothing & Apparel,316.0,INR,481,1923680000000.0,DarkTurquoise,in_stock,58,800,164.32,151.68,48.0,131456.0,79037.92
6800,Premium Microphone Clock,Television capital like away inside special focus.,Manning-Conway,Cleaning Supplies,844.0,INR,291,4148870000000.0,DeepPink,backorder,15,337,590.8,253.2,30.0,199099.6,171922.8
6801,Trimmer,Even population election.,Stewart-Liu,Toys & Games,982.0,INR,578,1966450000000.0,DarkMagenta,pre_order,81,826,657.94,324.06,33.0,543458.44,380289.32
6802,Advanced Watch X Lite,Choose throw painting city together.,"Owens, Howell and Allison",Clothing & Apparel,596.0,INR,78,844436000000.0,Tomato,backorder,79,88,387.4,208.6,35.0,34091.2,30217.2
6803,Automatic Grill Charger Headphones Silent,Through evidence major enter meeting.,Barry-Stout,Fragrances,622.0,INR,793,8036250000000.0,DarkBlue,in_stock,56,100,466.5,155.5,25.0,46650.0,369934.5
6804,Automatic Tablet Speaker Scooter Prime Mini Digital,Training plant short young front create.,Peters-Fischer,Fishing & Hunting,297.0,INR,652,3536650000000.0,DarkOrange,in_stock,21,280,279.18,17.82,6.0,78170.4,182025.36
6805,Silent Keyboard Ultra,Girl send pressure however push kind must.,Hayes-Powers,Cycling,362.0,INR,586,1564830000000.0,DarkSlateBlue,discontinued,75,507,220.82,141.18,39.0,111955.74,129400.52
6806,Clean Powerbank Router 360 One,Mission because partner left.,"Monroe, Mcdaniel and Parks",Kids' Clothing,911.0,INR,563,1520710000000.0,DarkGray,backorder,32,739,756.13,154.87,17.0,558780.07,425701.19
6807,Smart Clock,Adult economy quite reflect probably.,"Salazar, Galvan and Owen",Cameras & Accessories,389.0,INR,665,5328090000000.0,Teal,discontinued,47,653,338.43,50.57,13.0,220994.79,225055.95
6808,Clean Watch Tablet Printer,Local here professor organization wind collection true.,Hartman Ltd,Women's Clothing,163.0,INR,51,3255920000000.0,Sienna,limited_stock,57,921,102.69,60.31,37.0,94577.49,5237.19
6809,Compact Powerbank Scale Sense Touch Sense,Every star born least.,"Lozano, Landry and Villarreal",Furniture,262.0,INR,877,1712330000000.0,DarkTurquoise,discontinued,99,739,149.34,112.66,43.0,110362.26,130971.18
6810,Eco Microphone Headphones Pro,Probably part respond clearly structure success more year.,Foster PLC,Camping & Hiking,669.0,INR,990,4678670000000.0,DarkGray,limited_stock,86,530,528.51,140.49,21.0,280110.3,523224.9
6811,Fridge Mouse Monitor,Before walk eat daughter.,"Nichols, Hester and Wagner",Laptops & Computers,320.0,INR,807,6204250000000.0,MediumBlue,limited_stock,27,669,220.8,99.2,31.0,147715.2,178185.6
6812,Rechargeable Tablet Powerbank Blender,Forward administration choose think security.,Conner-Sutton,Books & Stationery,313.0,INR,16,1510260000000.0,DarkCyan,out_of_stock,18,515,206.58,106.42,34.0,106388.7,3305.28
6813,Powerbank Projector,Day crime place.,Petty-Manning,Haircare,992.0,INR,918,7457120000000.0,LightSteelBlue,backorder,76,646,863.04,128.96,13.0,557523.84,792270.72
6814,Router,Behavior mind wind daughter.,"Cooper, Madden and Francis",Shoes & Footwear,610.0,INR,331,9323470000000.0,SaddleBrown,pre_order,80,648,427.0,183.0,30.0,276696.0,141337.0
6815,Compact Light Headphones Tablet Clean Advanced,Likely project safe group food home my Congress.,Dawson Inc,Cleaning Supplies,222.0,INR,746,1021110000000.0,DarkOrange,discontinued,7,373,206.46,15.54,7.0,77009.58,154019.16
6816,Thermostat,We skill customer when.,"Garcia, Arnold and Figueroa",Kids' Clothing,107.0,INR,973,2143150000000.0,AntiqueWhite,in_stock,45,406,68.48,38.52,36.0,27802.88,66631.04
6817,Advanced Scale Sense Mini Automatic,Occur world anyone.,Waller-Richardson,Books & Stationery,638.0,INR,22,7737210000000.0,LightSalmon,in_stock,64,851,325.38,312.62,49.0,276898.38,7158.36
6818,Pro Router Eco Sense Portable,Contain market argue oil travel issue agree economic.,Guerrero PLC,Laptops & Computers,634.0,INR,231,315227000000.0,MediumBlue,in_stock,16,94,589.62,44.38,7.0,55424.28,136202.22
6819,Fast Shaver Blender Edge Sense Silent,Visit process lay nor.,"Long, Mcguire and Moss",Fragrances,911.0,INR,183,9458230000000.0,MediumTurquoise,discontinued,20,374,583.04,327.96,36.0,218056.96,106696.32
6820,Wireless Heater X Plus,College financial like hope.,Mayer Ltd,Smartphones,781.0,INR,227,7153560000000.0,LightYellow,out_of_stock,77,239,507.65,273.35,35.0,121328.35,115236.55
6821,Clean Cooler Vacuum Plus,City offer run.,Weaver-Tapia,Shoes & Footwear,278.0,INR,222,1429490000000.0,DarkGreen,backorder,91,367,166.8,111.2,40.0,61215.6,37029.6
6822,Advanced Watch,Make hundred last probably reach call.,Richards-Cruz,Office Supplies,93.0,INR,806,5651690000000.0,LightCoral,out_of_stock,15,725,77.19,15.81,17.0,55962.75,62215.14
6823,Eco Microphone Lite Eco Touch,Democratic newspaper more money who floor.,"Fletcher, Mclaughlin and Stevens",Haircare,413.0,INR,924,2521190000000.0,LightGreen,pre_order,56,266,272.58,140.42,34.0,72506.28,251863.92
6824,Portable Drone Pro Plus Lite,Yeah my whose policy effort list.,Patterson Group,Books & Stationery,447.0,INR,690,2054590000000.0,PaleGoldenRod,out_of_stock,24,711,415.71,31.29,7.0,295569.81,286839.9
6825,Speakerphone Mixer,White tree than project understand where.,Gomez Ltd,Camping & Hiking,473.0,INR,334,1816940000000.0,Red,limited_stock,29,346,373.67,99.33,21.0,129289.82,124805.78
6826,Printer Charger Brush,Enjoy actually camera rate.,Kemp Ltd,Home & Kitchen,164.0,INR,253,5226620000000.0,PaleGreen,backorder,41,819,108.24,55.76,34.0,88648.56,27384.72
6827,Fast Printer Fan Shaver Ultra,Relate research heart thousand dog car.,"Delgado, Elliott and Bishop",Books & Stationery,791.0,INR,35,7683760000000.0,PeachPuff,out_of_stock,2,498,490.42,300.58,38.0,244229.16,17164.7
6828,Wireless Speaker Keyboard Plus,Look include treat thousand.,"Mclean, Cooke and Ballard",Clothing & Apparel,335.0,INR,809,3416100000000.0,PaleGoldenRod,limited_stock,80,768,221.1,113.9,34.0,169804.8,178869.9
6829,Compact Freezer Prime Compact Eco,Kitchen feel actually.,Bright PLC,Cameras & Accessories,189.0,INR,575,796673000000.0,Chocolate,limited_stock,44,236,109.62,79.38,42.0,25870.32,63031.5
6830,Ultra Stove Light Air,Why thank theory start eat.,"Hancock, Shaw and Kramer",Makeup,810.0,INR,558,9379410000000.0,DarkGoldenRod,discontinued,37,909,405.0,405.0,50.0,368145.0,225990.0
6831,Eco Powerbank Iron Brush Prime,Home throughout suddenly half.,Hurley-Mahoney,Haircare,804.0,INR,872,4896540000000.0,Violet,in_stock,10,540,490.44,313.56,39.0,264837.6,427663.68
6832,Grill Grill,Medical fire policy people blood number cost.,"Carlson, Cowan and Herrera",Team Sports,345.0,INR,48,2302810000000.0,MediumOrchid,in_stock,8,226,313.95,31.05,9.0,70952.7,15069.6
6833,Smart Cooker Mouse Bicycle Mini Advanced,Fly instead possible think approach.,"Singh, Esparza and Delacruz",Shoes & Footwear,732.0,INR,53,6306430000000.0,White,limited_stock,44,299,541.68,190.32,26.0,161962.32,28709.04
6834,Clean Cooler Smart Go,Rest interview machine room anything piece hotel.,Hood LLC,Skincare,437.0,INR,438,8074020000000.0,Tan,discontinued,16,558,406.41,30.59,7.0,226776.78,178007.58
6835,Mini Phone Speaker Blender Pro Eco,Picture per special blood.,"Odom, Franklin and Ali",Kitchen Appliances,351.0,INR,32,5071650000000.0,Thistle,backorder,83,757,235.17,115.83,33.0,178023.69,7525.44
6836,Oven Drone,Natural herself sort near grow.,Kelly-Wilkerson,Clothing & Apparel,831.0,INR,235,5145300000000.0,SlateBlue,out_of_stock,53,593,523.53,307.47,37.0,310453.29,123029.55
6837,Eco Scale Clock Ultra Automatic One,Along why kitchen soldier.,Long-Mcgee,Fragrances,144.0,INR,894,5520590000000.0,Teal,limited_stock,30,368,77.76,66.24,46.0,28615.68,69517.44
6838,Clean Drone Lite Max,Determine finish practice nearly hundred late music.,Coffey-Abbott,Kitchen Appliances,626.0,INR,965,4233480000000.0,LightPink,discontinued,6,357,594.7,31.3,5.0,212307.9,573885.5
6839,Rechargeable Toaster Clock Monitor,Card never focus beautiful.,"Owens, Mullins and Hendricks",Automotive,784.0,INR,260,1231500000000.0,HotPink,backorder,53,730,509.6,274.4,35.0,372008.0,132496.0
6840,Light Heater Clock,Friend enter learn speak.,Hanson-Zhang,Office Supplies,732.0,INR,738,8960820000000.0,DeepPink,backorder,69,611,468.48,263.52,36.0,286241.28,345738.24
6841,Speakerphone Scanner Monitor,Through activity there car your.,Obrien and Sons,Sports & Outdoors,22.0,INR,209,757914000000.0,PeachPuff,limited_stock,29,926,15.62,6.38,29.0,14464.12,3264.58
6842,Ultra Radio Silent,Often others check.,Fernandez Ltd,Fragrances,440.0,INR,207,8702810000000.0,Ivory,in_stock,88,68,228.8,211.2,48.0,15558.4,47361.6
6843,Rechargeable Phone Speaker Blender Wireless,East if value western too tend threat campaign.,Hoover-Gibson,Laptops & Computers,74.0,INR,29,6969400000000.0,DarkGoldenRod,pre_order,31,80,59.94,14.06,19.0,4795.2,1738.26
6844,Compact Powerbank Scale,Interesting central go plan three according south.,"Rodriguez, Payne and Chandler",Automotive,801.0,INR,814,2104260000000.0,BlueViolet,in_stock,10,435,712.89,88.11,11.0,310107.15,580292.46
6845,Compact Treadmill Pro,Issue many turn middle.,"Snyder, Reese and Merritt",Haircare,729.0,INR,406,7236380000000.0,PeachPuff,pre_order,4,210,386.37,342.63,47.0,81137.7,156866.22
6846,Smart Camera Bicycle Speakerphone Edge,Response play add by doctor history.,Cline-Miranda,Shoes & Footwear,103.0,INR,841,9177250000000.0,SlateBlue,out_of_stock,95,622,97.85,5.15,5.0,60862.7,82291.85
6847,Wireless Mouse Treadmill Phone Go Digital,They president idea any how herself involve resource.,Davila Ltd,Team Sports,722.0,INR,948,5314410000000.0,PaleGreen,pre_order,65,339,635.36,86.64,12.0,215387.04,602321.28
6848,Freezer Mixer Lock,National picture return audience.,Stark Group,Team Sports,736.0,INR,483,4341360000000.0,Gold,limited_stock,76,358,544.64,191.36,26.0,194981.12,263061.12
6849,Compact Shaver Ultra Smart 360,Institution direction consider sort significant nearly attorney.,Mcguire Ltd,Camping & Hiking,678.0,INR,906,1078400000000.0,Linen,backorder,65,175,515.28,162.72,24.0,90174.0,466843.68
6850,Ultra Webcam Toaster,I car beautiful site I song.,Moreno-Norman,Men's Clothing,261.0,INR,221,4859480000000.0,NavajoWhite,discontinued,30,933,232.29,28.71,11.0,216726.57,51336.09
6851,Automatic Lock Camera Premium,Seek course fear only hundred.,Barker-Lawrence,Books & Stationery,821.0,INR,204,6182760000000.0,MediumPurple,discontinued,37,429,771.74,49.26,6.0,331076.46,157434.96
6852,Rechargeable Trimmer Shaver Wireless One,Rock among bit theory in.,Walsh-Ryan,Home & Kitchen,812.0,INR,856,6993790000000.0,DeepSkyBlue,in_stock,7,292,706.44,105.56,13.0,206280.48,604712.64
6853,Radio Stove Shaver,Boy consider wait project wife.,Avery PLC,Cycling,139.0,INR,640,1239040000000.0,Olive,discontinued,90,477,90.35,48.65,35.0,43096.95,57824.0
6854,Vacuum Webcam,Tend itself statement old important until speak.,"Lucas, Owen and Love",Kitchen Appliances,809.0,INR,108,8381740000000.0,OldLace,out_of_stock,30,587,687.65,121.35,15.0,403650.55,74266.2
6855,Clean Oven Automatic Prime,Debate continue our movie city professor hard.,Carrillo-Joseph,Office Supplies,237.0,INR,201,7612870000000.0,HoneyDew,limited_stock,98,706,187.23,49.77,21.0,132184.38,37633.23
6856,Portable Grill Grill Pro Lite Clean,Cell growth determine bar available spend.,Livingston-Montgomery,Health & Wellness,888.0,INR,296,4027000000000.0,LemonChiffon,out_of_stock,58,985,683.76,204.24,23.0,673503.6,202392.96
6857,Wireless Powerbank,Finally tree smile push adult.,Castaneda PLC,Home Decor,265.0,INR,975,928296000000.0,GhostWhite,limited_stock,44,940,233.2,31.8,12.0,219208.0,227370.0
6858,Compact Thermostat Speaker,Organization travel play try occur focus.,"Marsh, Boyer and Proctor",Makeup,889.0,INR,211,4695560000000.0,DimGray,discontinued,89,281,675.64,213.36,24.0,189854.84,142560.04
6859,Digital Grill Tablet Fridge Go,Sometimes push there chance society leave.,Flowers-Garrison,Bedding & Bath,892.0,INR,949,5797210000000.0,BlueViolet,out_of_stock,81,117,740.36,151.64,17.0,86622.12,702601.64
6860,Fast Powerbank Projector,Player season father defense save.,Green and Sons,Furniture,68.0,INR,404,6648250000000.0,RosyBrown,backorder,64,784,35.36,32.64,48.0,27722.24,14285.44
6861,Eco Tablet Powerbank Blender Touch Max Smart,Inside kind part.,"Pearson, George and Singh",Laptops & Computers,973.0,INR,483,1765750000000.0,HotPink,in_stock,30,601,827.05,145.95,15.0,497057.05,399465.15
6862,Clean Charger Radio X Clean Compact,Assume remember without phone see.,Collier-Houston,Men's Clothing,713.0,INR,395,8444420000000.0,Gold,out_of_stock,32,413,520.49,192.51,27.0,214962.37,205593.55
6863,Mouse Lamp,Personal do suddenly condition feeling.,Patton-Clarke,Cycling,448.0,INR,424,6591330000000.0,SandyBrown,discontinued,38,743,291.2,156.8,35.0,216361.6,123468.8
6864,Fast Lock Wireless Rechargeable,Social have policy herself window itself not.,"Frank, Weeks and Benjamin",Clothing & Apparel,483.0,INR,661,9727560000000.0,DarkOrchid,in_stock,7,928,415.38,67.62,14.0,385472.64,274566.18
6865,Wireless Projector Oven Thermostat Digital,Create among remember production break experience nothing.,Fuentes-Bean,Bedding & Bath,979.0,INR,863,4575360000000.0,Maroon,pre_order,76,403,509.08,469.92,48.0,205159.24,439336.04
6866,Digital Powerbank Radio Eco Go Lite,Image oil difficult worry score hour memory remember.,Mccann Ltd,Skincare,790.0,INR,829,8077020000000.0,ForestGreen,limited_stock,10,365,687.3,102.7,13.0,250864.5,569771.7
6867,Pro Lamp Blender Drone Ultra,Into sport rise policy capital concern investment.,"Woodward, Abbott and Randolph",Automotive,944.0,INR,183,8003740000000.0,DarkSlateGray,in_stock,14,427,811.84,132.16,14.0,346655.68,148566.72
6868,Scanner Mouse,Business data develop threat.,"Frederick, Hinton and Fuller",Smartphones,450.0,INR,644,1759550000000.0,MediumBlue,limited_stock,48,717,414.0,36.0,8.0,296838.0,266616.0
6869,Portable Scanner Eco X,Travel school process action.,Richmond-Clay,Shoes & Footwear,190.0,INR,83,8292770000000.0,HotPink,pre_order,35,585,150.1,39.9,21.0,87808.5,12458.3
6870,Advanced Oven Trimmer Dock Mini Smart Lite,Size owner already will.,Whitaker Group,Toys & Games,163.0,INR,614,4714510000000.0,SlateBlue,pre_order,13,695,141.81,21.19,13.0,98557.95,87071.34
6871,Watch Headphones Kettle,Per beat size early say decision treatment.,"Andersen, Leach and Shea",Fishing & Hunting,422.0,INR,546,5994530000000.0,Crimson,backorder,82,749,232.1,189.9,45.0,173842.9,126726.6
6872,Thermostat,Dinner executive western they around walk.,Esparza Inc,Haircare,285.0,INR,646,5862580000000.0,PaleVioletRed,in_stock,29,502,245.1,39.9,14.0,123040.2,158334.6
6873,Rechargeable Charger Treadmill Portable Touch X,Century itself soon level.,"Hays, Sanders and Franco",Kids' Clothing,468.0,INR,871,7918360000000.0,Aquamarine,discontinued,16,606,336.96,131.04,28.0,204197.76,293492.16
6874,Ultra Stove Iron Pro,Speak rock mission movie ahead leave.,Crane and Sons,Laptops & Computers,883.0,INR,428,9592830000000.0,Wheat,discontinued,60,959,679.91,203.09,23.0,652033.69,291001.48
6875,Silent Heater Max Advanced,Shake water six eight society wear.,"Velazquez, Winters and Stephens",Kitchen Appliances,432.0,INR,365,5738340000000.0,Linen,discontinued,65,473,254.88,177.12,41.0,120558.24,93031.2
6876,Automatic Microphone Camera Prime Digital,Themselves model chair course provide shoulder.,Vance LLC,Team Sports,317.0,INR,339,1279980000000.0,FireBrick,limited_stock,30,758,291.64,25.36,8.0,221063.12,98865.96
6877,Advanced Brush Edge Touch,Nothing well Mrs about.,"Mitchell, Sellers and Page",Beauty & Personal Care,375.0,INR,684,531272000000.0,AliceBlue,out_of_stock,92,779,195.0,180.0,48.0,151905.0,133380.0
6878,Compact Scooter Bicycle Oven,Wife long buy media majority cover again.,Kline-Crosby,Cleaning Supplies,438.0,INR,327,6467200000000.0,LightSteelBlue,pre_order,96,359,240.9,197.1,45.0,86483.1,78774.3
6879,Dock,Right spend total.,"Solomon, Rice and Cook",Smartwatches,691.0,INR,627,7333770000000.0,DarkSeaGreen,out_of_stock,94,975,532.07,158.93,23.0,518768.25,333607.89
6880,Lock,Participant say ready hotel always appear.,"Hawkins, Garner and Ibarra",Fitness Equipment,267.0,INR,226,9247730000000.0,HoneyDew,limited_stock,69,539,216.27,50.73,19.0,116569.53,48877.02
6881,Digital Drone Mini Advanced,Who yet senior western test contain the agent.,Booth Inc,Makeup,46.0,INR,464,5911350000000.0,Cornsilk,in_stock,20,483,32.2,13.8,30.0,15552.6,14940.8
6882,Wireless Fridge Silent Plus Fast,Artist side war director.,Knox-Black,Kitchen Appliances,841.0,INR,175,2536500000000.0,RosyBrown,discontinued,15,204,706.44,134.56,16.0,144113.76,123627.0
6883,Smart Speakerphone Charger Sense Prime Digital,Certainly sure institution factor.,"Donaldson, Marsh and Stout",Cameras & Accessories,995.0,INR,646,9880880000000.0,Fuchsia,discontinued,83,72,776.1,218.9,22.0,55879.2,501360.6
6884,Silent Light Toaster Air,Do local now total boy focus indicate agree.,White and Sons,Makeup,350.0,INR,818,5549840000000.0,Peru,in_stock,25,273,322.0,28.0,8.0,87906.0,263396.0
6885,Premium Cooler One,Method gas mouth economic develop treat general.,Woods-Monroe,Men's Clothing,159.0,INR,168,8174730000000.0,SandyBrown,out_of_stock,47,387,103.35,55.65,35.0,39996.45,17362.8
6886,Portable Tablet Speakerphone Edge Eco Lite,Leave nearly however memory attention event travel.,"Mercado, Mason and Cummings",Health & Wellness,40.0,INR,181,2428740000000.0,Moccasin,limited_stock,68,118,33.2,6.8,17.0,3917.6,6009.2
6887,Mixer,Take learn born beautiful.,Cline Ltd,Headphones & Earbuds,544.0,INR,477,1597370000000.0,Plum,pre_order,51,96,375.36,168.64,31.0,36034.56,179046.72
6888,Tablet Router Printer,Receive best certainly service oil professor.,Davila-Escobar,Smartwatches,421.0,INR,733,9524150000000.0,PaleVioletRed,discontinued,62,199,357.85,63.15,15.0,71212.15,262304.05
6889,Smart Cooler Printer Speaker X Go,But couple get debate bad.,Woods Inc,Skincare,504.0,INR,622,5006000000000.0,Maroon,pre_order,18,794,332.64,171.36,34.0,264116.16,206902.08
6890,Clean Headphones Clean Digital Ultra,Owner major never recently himself claim.,"Ho, Stephenson and Dawson",Haircare,373.0,INR,545,6385300000000.0,DarkGoldenRod,backorder,11,679,268.56,104.44,28.0,182352.24,146365.2
6891,Clean Speakerphone Mixer Air Prime X,Special of old.,Shields Group,"Accessories (Bags, Hats, Belts)",76.0,INR,166,1020720000000.0,Blue,out_of_stock,3,129,42.56,33.44,44.0,5490.24,7064.96
6892,Fast Treadmill Edge Pro,Agreement specific simply per discussion point big.,Dickson-Hendrix,Home Decor,773.0,INR,810,8081760000000.0,BurlyWood,pre_order,41,333,556.56,216.44,28.0,185334.48,450813.6
6893,Rechargeable Treadmill Dock Automatic,Home adult poor current plant address according walk.,Osborn-Manning,Smartwatches,35.0,INR,816,5952430000000.0,LightYellow,discontinued,79,303,27.65,7.35,21.0,8377.95,22562.4
6894,Iron Cooler Iron,Challenge article finish.,Coffey-Rasmussen,Grooming Tools,950.0,INR,247,7159560000000.0,DarkGray,out_of_stock,41,667,617.5,332.5,35.0,411872.5,152522.5
6895,Automatic Freezer Silent Premium Portable,Why nature culture pattern own.,Bartlett LLC,Shoes & Footwear,584.0,INR,521,7913410000000.0,MediumBlue,discontinued,56,140,344.56,239.44,41.0,48238.4,179515.76
6896,Lamp Speakerphone Headphones,Even activity art.,Roman-Haney,Cleaning Supplies,684.0,INR,533,182560000000.0,CornflowerBlue,discontinued,77,70,499.32,184.68,27.0,34952.4,266137.56
6897,Compact Mixer Grill X Fast,Serious each big worry piece option nearly.,Nunez and Sons,Laptops & Computers,774.0,INR,382,9530350000000.0,BurlyWood,discontinued,36,588,719.82,54.18,7.0,423254.16,274971.24
6898,Smart Printer Smart 360,Wait blood many power.,"Gentry, Rollins and Haas",Fragrances,659.0,INR,615,4004360000000.0,AntiqueWhite,in_stock,93,412,500.84,158.16,24.0,206346.08,308016.6
6899,Ultra Charger Stove Watch Smart Smart 360,Quite moment plan subject step.,"Bauer, Shepard and Cowan",Beauty & Personal Care,387.0,INR,513,2603920000000.0,LawnGreen,discontinued,36,635,228.33,158.67,41.0,144989.55,117133.29
