Index,Name,Description,Brand,Category,MRP_Price,Currency,Stock,EAN,Color,Availability,Internal ID,Qty,Selling_price
7312,Advanced Webcam Stove Grill Pro Touch Wireless,Feel enough walk draw upon same reflect.,Luna-Boone,Laptops & Computers,85,INR,62,46048415956,BlueViolet,in_stock,41,341,77.35
7313,Ultra Shaver Mouse Rechargeable,Cultural change performance behind listen marriage.,Aguilar-Potter,Makeup,222,INR,307,5.69544E+12,Wheat,discontinued,19,230,186.48
7314,Portable Monitor Wireless Portable Go,Four evening attorney per.,Acosta Inc,Bedding & Bath,696,INR,779,5.51302E+12,Salmon,pre_order,48,764,487.2
7315,Rechargeable Charger Bicycle Cooker Fast Mini,Yard really common wait.,"Long, Bradshaw and Brandt",Skincare,769,INR,583,7.74806E+12,SlateBlue,limited_stock,13,371,422.95
7316,Pro Heater Radio Prime Portable Prime,Detail sure evidence place organization consider or.,"Hunt, Reese and Bautista",Clothing & Apparel,555,INR,491,6.06071E+12,WhiteSmoke,pre_order,71,857,488.4
7317,Automatic Fan Clock Camera Edge,Serve game data boy early own.,Harris and Sons,Furniture,310,INR,854,5.76004E+12,SlateBlue,in_stock,59,377,294.5
7318,Silent Charger Stove Watch Premium Rechargeable Pro,Within use nature fish.,"Ritter, Duarte and Sweeney",Kids' Clothing,612,INR,713,6.81128E+12,Maroon,limited_stock,62,371,428.4
7319,Rechargeable Cooler,Peace green improve we move call night.,Garza-Rich,Grooming Tools,717,INR,317,2.82408E+12,Brown,in_stock,37,191,552.09
7320,Smart Powerbank Rechargeable Air,Style father gun hair loss.,Blackburn Group,Camping & Hiking,542,INR,216,7.00919E+12,Gold,out_of_stock,90,830,514.9
7321,Bicycle Speakerphone Printer,Realize general ten child while book.,"Ross, Martinez and Levine","Accessories (Bags, Hats, Belts)",562,INR,701,5.22151E+12,Peru,in_stock,93,949,533.9
7322,Rechargeable Oven Scale,Heavy lot card water remember kitchen.,Watson-Yoder,Haircare,990,INR,544,7.31468E+12,Gold,backorder,7,805,920.7
7323,Compact Thermostat Stove Lamp Go Plus Fast,Future detail level.,"Marks, Contreras and Howe",Sports & Outdoors,359,INR,945,2.36018E+12,Maroon,out_of_stock,33,288,254.89
7324,Clean Cooler Vacuum Pro Smart,After camera sit.,Hernandez-Hardy,Automotive,116,INR,125,5.48657E+12,Lime,backorder,47,913,77.72
7325,Camera Heater Webcam,Role Congress job hair community.,Dodson-Novak,Smartwatches,90,INR,829,6.81595E+12,GhostWhite,in_stock,37,436,58.5
7326,Portable Vacuum Touch Digital Smart,Born dog beautiful theory vote term stop.,"Wong, Berry and Watts",Camping & Hiking,822,INR,713,5.43821E+12,DarkSalmon,limited_stock,76,865,739.8
7327,Eco Fridge Fan Lamp,Hand into high politics position degree man.,Riddle Inc,Sports & Outdoors,137,INR,255,5.56425E+12,LightBlue,discontinued,13,902,71.24
7328,Eco Monitor Cooler Dock,Leg writer school current man.,"Walsh, Grimes and Casey",Grooming Tools,147,INR,312,9.49773E+12,Maroon,limited_stock,65,50,82.32
7329,Silent Dock Dock Trimmer Pro Eco,Affect religious term.,Shannon Ltd,Camping & Hiking,801,INR,452,5.32328E+12,LightGray,in_stock,32,408,496.62
7330,Eco Camera Bicycle Speakerphone Go Eco Max,Board environmental lot local.,Hoover PLC,Women's Clothing,705,INR,606,5.36219E+12,AliceBlue,pre_order,48,173,430.05
7331,Wireless Light Wireless,All sign seem generation.,"Hays, David and Luna",Camping & Hiking,845,INR,532,8.22844E+11,IndianRed,limited_stock,65,512,557.7
7332,Blender,Possible choose cause attention quite.,Frye-Downs,Makeup,967,INR,438,5.52595E+11,AntiqueWhite,backorder,59,450,599.54
7333,Advanced Cooler Fan Go,Present bit song subject message.,Joseph LLC,Makeup,804,INR,2,5.49568E+12,SeaGreen,limited_stock,66,437,619.08
7334,Fast Clock Lock X,Rich police day medical.,"Hansen, Ochoa and Nichols",Kitchen Appliances,181,INR,871,9.48978E+12,Tomato,out_of_stock,68,114,133.94
7335,Advanced Stove,Trouble involve suffer cover play degree choose customer.,"Olson, Sampson and Robertson",Home Decor,701,INR,405,4.10214E+12,RosyBrown,pre_order,40,271,364.52
7336,Premium Watch Fridge Automatic,Yet learn amount grow investment.,Snyder Ltd,Home Decor,44,INR,244,2.09321E+12,WhiteSmoke,backorder,6,672,39.6
7337,Ultra Fridge Fan Lamp,Region along race away four institution.,Chang LLC,Clothing & Apparel,391,INR,670,1.04237E+11,OldLace,out_of_stock,30,793,308.89
7338,Scooter,Hotel officer doctor success lay.,Lambert-Olsen,Men's Clothing,126,INR,487,1.82702E+12,Yellow,limited_stock,42,727,69.3
7339,Pro Headphones Stove,Require drug admit feeling share loss.,Friedman-Moyer,Haircare,320,INR,952,4.22057E+12,DeepSkyBlue,out_of_stock,42,731,195.2
7340,Ultra Speakerphone Stove Tablet Mini Lite,However else movie white this say.,Pitts LLC,Fitness Equipment,377,INR,338,3.81874E+12,DarkKhaki,discontinued,75,55,245.05
7341,Digital Radio Treadmill,Trouble enough mind serious.,"Horne, Holden and Curry",Automotive,37,INR,963,6.14519E+12,Cornsilk,limited_stock,87,266,31.82
7342,Eco Grill Pro Compact Plus,Experience mouth seven near also food ago.,"Fowler, Blackwell and Charles",Home & Kitchen,251,INR,417,4.01713E+12,LightYellow,pre_order,7,215,170.68
7343,Fast Fridge,Character step south upon few.,Archer-Daniels,Beauty & Personal Care,242,INR,297,5.38085E+12,MediumSlateBlue,out_of_stock,78,311,130.68
7344,Premium Mouse,Catch purpose nor baby together.,Murray-Suarez,Laptops & Computers,897,INR,640,1.18252E+12,Gray,out_of_stock,91,559,511.29
7345,Advanced Microphone Silent Max Premium,Charge safe cause bed.,Simon PLC,Makeup,91,INR,35,9.96118E+11,DarkSlateGray,out_of_stock,20,993,58.24
7346,Clean Tablet Cooler Fridge Plus,Arrive over different.,"Romero, Chapman and Day",Health & Wellness,161,INR,375,7.16644E+12,Snow,pre_order,48,137,111.09
7347,Smart Tablet,Back deep though nature.,Hopkins PLC,Home & Kitchen,197,INR,495,7.33073E+12,LightPink,out_of_stock,68,308,149.72
7348,Bicycle,Fill throughout agreement act particularly.,"Donovan, Ellison and Hodges",Kids' Clothing,452,INR,967,6.14773E+12,Navy,out_of_stock,8,483,271.2
7349,Mini Microphone,Imagine hand drive time perhaps world.,Ware and Sons,Fragrances,651,INR,586,5.39794E+11,LightYellow,discontinued,70,906,455.7
7350,Clean Printer Fan Pro Plus Smart,What thing about approach couple recognize ask.,Barajas-Baldwin,Books & Stationery,699,INR,149,1.15055E+12,SlateGray,discontinued,76,778,419.4
7351,Fast Printer X Ultra Smart,Sea around agreement catch out mention.,"Cortez, Marquez and Davenport",Fitness Equipment,65,INR,424,4.84707E+12,HotPink,pre_order,38,211,61.1
7352,Compact Mixer Vacuum Advanced Edge Portable,Look loss example without.,"Christian, Campbell and Joyce",Health & Wellness,310,INR,483,28921993393,GreenYellow,in_stock,96,636,226.3
7353,Smart Mouse Charger,Special ask station likely story.,"Gonzalez, Nguyen and Kelley",Office Supplies,870,INR,89,5.64528E+12,PowderBlue,limited_stock,7,662,730.8
7354,Automatic Radio Touch,Treatment short feel car use woman than.,"Huff, Webb and Mccarty",Headphones & Earbuds,599,INR,566,8.37693E+12,LightGray,in_stock,11,297,521.13
7355,Charger Stove Watch,Case participant threat lay.,Diaz Inc,Fragrances,362,INR,439,1.17131E+11,PaleVioletRed,pre_order,10,788,278.74
7356,Smart Stove,Political base can.,"Lam, Bowen and Wells",Women's Clothing,263,INR,676,5.52909E+12,MediumBlue,pre_order,78,720,215.66
7357,Silent Blender Blender,Network lay bit wait these century cell market.,"Howard, Spears and Stokes",Headphones & Earbuds,925,INR,116,7.11384E+12,Teal,discontinued,16,484,758.5
7358,Fan,Sister improve black continue through.,"Fitzpatrick, Mahoney and Hickman",Haircare,293,INR,294,9.56064E+12,LemonChiffon,pre_order,10,912,199.24
7359,Fast Fridge Advanced,Part big town leave on.,"Mcclain, Steele and Monroe",Skincare,10,INR,239,4.24218E+12,WhiteSmoke,limited_stock,36,513,8.4
7360,Cooler Printer Speaker,When try place must tree.,Chandler-Mcclain,Grooming Tools,677,INR,880,7.64836E+12,Khaki,pre_order,74,283,561.91
7361,Compact Charger Monitor Brush Compact Clean,Ever pick total despite hand couple.,Hutchinson Inc,Automotive,297,INR,557,7.35791E+12,Olive,backorder,7,367,270.27
7362,Blender,Book think away area force instead.,Gutierrez-Neal,Skincare,252,INR,113,5.074E+12,MediumTurquoise,out_of_stock,30,416,196.56
7363,Eco Mouse Wireless Clean Smart,Student sport year rich.,Howell-Page,Health & Wellness,964,INR,240,3.51417E+12,DarkRed,out_of_stock,28,845,674.8
7364,Advanced Fan Ultra Pro Plus,White many nation live write.,Dawson-Parker,Smartwatches,14,INR,245,9.0758E+12,Silver,in_stock,56,394,10.22
7365,Clean Mouse Monitor Phone Clean,Talk politics yeah adult.,"Todd, Singh and Hood",Cameras & Accessories,731,INR,835,5.39681E+12,Green,out_of_stock,14,142,694.45
7366,Smart Drone Speaker Speaker Wireless Clean,Finally feel a management central region.,Shepard Inc,Team Sports,156,INR,774,4.05883E+11,HotPink,backorder,66,765,106.08
7367,Compact Stove Iron Wireless Sense Plus,Whose often use community hold and.,"Moyer, Berg and Howard",Grooming Tools,662,INR,277,5.27464E+12,SlateBlue,backorder,10,902,403.82
7368,Advanced Drone Vacuum Pro,Treat movie consumer.,"Buchanan, Cain and Bentley",Haircare,364,INR,792,5.98465E+12,BlueViolet,out_of_stock,40,169,247.52
7369,Eco Brush Blender 360,Beat who feeling some soldier authority impact black.,Huber-Harrell,Cameras & Accessories,150,INR,63,8.68969E+12,Gainsboro,backorder,91,166,79.5
7370,Wireless Scale Toaster Automatic Clean,Similar tonight live factor.,Dudley and Sons,Fishing & Hunting,904,INR,92,6.57922E+12,PaleTurquoise,discontinued,63,934,533.36
7371,Automatic Vacuum Cooler Mini,Anything pretty campaign matter.,Nielsen-Chen,Grooming Tools,854,INR,459,1.14257E+12,LemonChiffon,pre_order,2,222,572.18
7372,Advanced Fan Clock Camera Wireless Advanced Air,Which play camera what window movement respond.,"Rivers, Moss and Garrett",Camping & Hiking,207,INR,897,6.29604E+12,LightCoral,backorder,16,695,107.64
7373,Kettle Vacuum,Our perform buy woman technology whom candidate.,Valencia and Sons,Haircare,8,INR,531,4.85994E+12,GhostWhite,backorder,15,770,6.16
7374,Wireless Freezer Ultra,Bring left will well heart from within away.,Daugherty-Fischer,Smartwatches,230,INR,621,6.26516E+12,Olive,discontinued,54,66,207
7375,Fast Fridge Cooker Go 360 Prime,Clearly public meeting.,Jacobs and Sons,Office Supplies,556,INR,280,6.0205E+12,LightYellow,discontinued,93,851,344.72
7376,Stove Light,Fight cold page teacher answer course.,"Montes, Joseph and Simmons",Clothing & Apparel,123,INR,555,5.52268E+12,PapayaWhip,in_stock,7,405,75.03
7377,Shaver Thermostat,World prove talk although mother.,"Bartlett, Oconnell and Farrell",Sports & Outdoors,708,INR,546,9.95613E+12,GreenYellow,limited_stock,46,358,410.64
7378,Portable Trimmer Clean,Think test magazine support per why national prevent.,Prince Ltd,Camping & Hiking,14,INR,427,9.58486E+12,Coral,discontinued,77,364,7
7379,Premium Light Drone Fast Max,Perhaps look good cell top crime dark ready.,Stokes Ltd,Kitchen Appliances,363,INR,156,2.56842E+11,PaleGreen,discontinued,18,55,203.28
7380,Portable Lamp Scanner Vacuum X Sense,Society color kind majority sort outside spring.,Gillespie-Sosa,Skincare,964,INR,520,8.79445E+12,Tan,in_stock,89,316,780.84
7381,Rechargeable Phone Go Sense Max,Relationship leg young her smile.,Lutz Inc,Women's Clothing,93,INR,407,7.42899E+12,DarkSeaGreen,discontinued,42,791,69.75
7382,Rechargeable Cooler Watch Fan Mini,Lose might doctor past business daughter.,"Gonzales, Wu and Cantrell","Accessories (Bags, Hats, Belts)",291,INR,591,8.16478E+12,DarkBlue,out_of_stock,58,546,162.96
7383,Ultra Treadmill Portable Touch Portable,Room most institution author more speech.,Kennedy LLC,Fishing & Hunting,587,INR,503,4.46891E+12,RosyBrown,pre_order,71,621,311.11
7384,Portable Microphone Camera,President step give deal others really support.,Lynn Ltd,Bedding & Bath,176,INR,188,7.93307E+12,PeachPuff,backorder,19,947,121.44
7385,Powerbank,Star good unit audience consumer candidate occur.,"Greer, Hanson and Russell",Grooming Tools,457,INR,243,6.40046E+12,MediumTurquoise,pre_order,36,798,420.44
7386,Premium Brush,Better feel together happy policy possible ok.,Conrad Group,Men's Clothing,208,INR,684,3.36306E+12,DodgerBlue,in_stock,58,221,124.8
7387,Compact Drone Portable Wireless Clean,Return natural certainly surface traditional collection almost.,Wolfe-Schaefer,Automotive,865,INR,216,2.38259E+12,Navy,limited_stock,53,986,735.25
7388,Smart Headphones Monitor Fast Smart Smart,Face factor stop list.,Griffin-Whitaker,Kitchen Appliances,234,INR,927,8.62461E+12,Brown,limited_stock,44,913,124.02
7389,Charger Cooker Thermostat,Modern action describe natural truth task.,"Lamb, Ferrell and Greer",Camping & Hiking,965,INR,574,6.99426E+11,MediumBlue,discontinued,63,872,694.8
7390,Portable Lamp,You health try treatment million oil.,"Raymond, Ford and Norris",Laptops & Computers,91,INR,132,4.88826E+11,DarkMagenta,limited_stock,11,898,82.81
7391,Heater Stove Scanner,Stay trouble interest those author.,Brady and Sons,Home & Kitchen,855,INR,599,1.86165E+12,PaleGreen,in_stock,27,583,453.15
7392,Rechargeable Heater Mixer Shaver Advanced Silent,Radio so sea board wait carry month name.,Quinn and Sons,"Accessories (Bags, Hats, Belts)",17,INR,505,2.29282E+12,MediumSeaGreen,out_of_stock,2,265,11.22
7393,Premium Radio Treadmill Fast Lite,Maybe able structure.,Harding-Boyd,Grooming Tools,131,INR,695,7.30671E+12,PowderBlue,pre_order,73,510,119.21
7394,Rechargeable Powerbank Touch,Career civil guess work election.,Pierce Ltd,Laptops & Computers,938,INR,306,7.2553E+12,Yellow,discontinued,59,110,600.32
7395,Shaver,Half natural senior.,Norman-Hansen,Sports & Outdoors,408,INR,266,5.47062E+12,DarkSlateBlue,in_stock,28,452,314.16
7396,Portable Powerbank,Full table major argue age prove.,"Pena, Brooks and Wells",Cameras & Accessories,801,INR,517,9.64878E+12,DimGray,pre_order,24,663,544.68
7397,Silent Tablet,Science ever half no station among.,Pena LLC,Sports & Outdoors,693,INR,725,6.30209E+12,MediumTurquoise,limited_stock,61,779,478.17
7398,Headphones,Her west feeling.,Lucero-Ayala,Camping & Hiking,546,INR,421,6.49818E+12,MediumVioletRed,backorder,6,267,518.7
7399,Advanced Webcam Webcam Treadmill Ultra,Song among no book medical eight.,"Joyce, Weaver and Harrell",Furniture,390,INR,89,1.50507E+12,DarkGoldenRod,pre_order,4,81,366.6
7400,Monitor Brush Monitor,Capital three current war loss.,Armstrong-Goodwin,Bedding & Bath,19,INR,450,3.54751E+12,Turquoise,backorder,83,180,16.91
7401,Ultra Fan,Along find among purpose.,"Hebert, Robbins and Spears",Cameras & Accessories,128,INR,528,5.80431E+12,OliveDrab,limited_stock,71,988,85.76
7402,Pro Tablet Automatic Smart,Million buy behavior training option first condition finally.,Rosales Inc,Smartwatches,197,INR,849,7.82258E+12,Sienna,pre_order,69,93,185.18
7403,Portable Blender,Research movie near company camera cell.,Gomez Inc,Skincare,692,INR,738,2.67128E+12,LightSteelBlue,pre_order,58,365,636.64
7404,Smart Treadmill Silent Max X,At despite weight left.,Silva-Golden,Beauty & Personal Care,38,INR,487,3.20674E+12,Lime,limited_stock,52,714,26.6
7405,Clean Charger Stove Watch,Five church civil soon strong hospital.,"Dougherty, Vasquez and Bridges",Bedding & Bath,51,INR,813,9.67877E+12,Salmon,discontinued,97,345,27.54
7406,Pro Mixer Wireless,Owner compare population.,"Mathews, Holloway and Hoffman",Clothing & Apparel,165,INR,956,5.80394E+12,Cornsilk,pre_order,75,118,148.5
7407,Premium Shaver Wireless Wireless,Particular child begin respond similar feeling from.,Wolfe-Morgan,Automotive,922,INR,684,3.99679E+12,DimGray,limited_stock,23,985,488.66
7408,Advanced Drone Vacuum Go Prime,Event where out media.,"Escobar, Whitehead and Oconnell",Home & Kitchen,364,INR,138,5.6954E+12,Chocolate,backorder,14,195,203.84
7409,Wireless Phone Grill Rechargeable Touch,True need material adult find significant.,"Kaiser, Ortiz and Tran",Women's Clothing,299,INR,321,3.00208E+12,LawnGreen,in_stock,7,983,230.23
7410,Wireless Dock Freezer Projector,Laugh easy school knowledge analysis past.,"Reeves, Martin and Mcbride",Cleaning Supplies,774,INR,887,4.77453E+12,Tan,in_stock,39,516,441.18
7411,Eco Stove Light,Our recognize life design public executive job official.,"Ford, Maldonado and Greer",Cycling,308,INR,874,4.1581E+12,LawnGreen,limited_stock,76,152,224.84
7412,Headphones,Hope series big both its identify.,Benitez-Dudley,Fitness Equipment,282,INR,667,9.24407E+12,Snow,discontinued,29,499,141
7413,Rechargeable Radio Bicycle Cooler Touch,Data manager church happen prepare.,"Christensen, Harrell and Avery",Smartwatches,939,INR,309,5.4046E+12,SkyBlue,in_stock,13,63,704.25
7414,Wireless Powerbank,Phone sound agent low environment near.,Mann and Sons,Shoes & Footwear,374,INR,651,8.57571E+12,Black,pre_order,73,219,299.2
7415,Clean Clock Brush,Reality agency may.,"Beltran, Daniels and Brooks",Grooming Tools,820,INR,150,6.75355E+12,PaleGoldenRod,backorder,53,800,582.2
7416,Ultra Powerbank X Air,Race professional nature.,"Arias, Holmes and Bird",Furniture,718,INR,174,45603744869,Tan,discontinued,20,963,373.36
7417,Wireless Webcam Stove Grill One,Heart amount so they.,Fry-Cooley,Kitchen Appliances,14,INR,922,5.24827E+12,CornflowerBlue,in_stock,78,496,10.92
7418,Silent Webcam Lite,Test go save face.,"Boyd, Kirby and Medina",Books & Stationery,212,INR,657,6.15774E+12,Wheat,pre_order,30,234,165.36
7419,Wireless Powerbank One Silent,History gas environment.,"Gillespie, Herrera and Madden",Smartwatches,906,INR,655,2.54306E+12,MediumSlateBlue,limited_stock,66,946,625.14
7420,Digital Phone Grill,Price remember last.,Garner-Clarke,Men's Clothing,971,INR,559,5.9225E+12,AliceBlue,pre_order,63,641,864.19
7421,Clean Clock Drone Charger Max Eco One,Score product receive physical.,Pugh-Blanchard,Books & Stationery,524,INR,223,7.90834E+12,Orange,in_stock,51,472,476.84
7422,Clean Cooker Portable Lite,Line beyond color real.,Alexander LLC,"Accessories (Bags, Hats, Belts)",551,INR,224,1.61037E+12,Peru,in_stock,90,119,325.09
7423,Wireless Speakerphone Scanner Monitor,Address yeah three that single.,"Richmond, Wade and Hurley",Smartphones,336,INR,224,63334566918,Red,pre_order,94,729,248.64
7424,Charger,Question trial case draw environment room hotel.,James-Cunningham,Headphones & Earbuds,696,INR,957,8.94546E+12,Navy,limited_stock,19,782,654.24
7425,Mini Camera Heater Webcam Mini Pro,Game respond him easy.,Norton LLC,Cleaning Supplies,473,INR,430,9.96281E+12,Magenta,limited_stock,67,575,274.34
7426,Mini Phone,Issue fine hotel him few.,Atkinson-Castillo,Laptops & Computers,553,INR,114,8.38333E+11,LightSalmon,pre_order,38,456,276.5
7427,Advanced Router Lamp Smart Edge,Data media kid determine control other.,Knight LLC,Books & Stationery,544,INR,548,2.82265E+12,Yellow,out_of_stock,3,241,320.96
7428,Premium Charger,Appear money price feeling popular key.,Daniel Inc,Cleaning Supplies,976,INR,559,1.78572E+12,Cornsilk,discontinued,23,844,566.08
7429,Wireless Microphone Lamp Speaker,Long model age school.,May-Mills,Cycling,698,INR,191,7.04259E+12,Orchid,backorder,76,402,460.68
7430,Rechargeable Treadmill Sense,Particular describe third whom such nation role quality.,Osborn-Foley,Clothing & Apparel,816,INR,92,9.61541E+12,OliveDrab,discontinued,9,849,579.36
7431,Phone Thermostat,Much subject fly decision ability represent fall.,Long-Gillespie,Laptops & Computers,948,INR,798,1.36488E+12,DarkSlateGray,pre_order,89,556,606.72
7432,Rechargeable Router Phone Smart,Draw end green mission already thank several.,Burns Inc,Furniture,94,INR,49,7.50014E+12,SteelBlue,in_stock,50,398,72.38
7433,Clean Shaver Thermostat Edge,Argue never word music record PM back.,Moore-Benson,Home Decor,242,INR,859,2.17507E+11,DarkGoldenRod,discontinued,75,190,198.44
7434,Shaver Grill,Agree certain white feel left not.,Kline-Harrell,Furniture,969,INR,709,6.20528E+12,DarkSlateBlue,pre_order,28,785,794.58
7435,Pro Webcam Silent,Rise for perform rather.,Daniels Group,Kids' Clothing,397,INR,541,9.74739E+12,MediumPurple,discontinued,88,877,242.17
7436,Clean Phone Speaker Blender,Line daughter note leader.,"Trevino, Guzman and Ortiz",Laptops & Computers,108,INR,665,9.27957E+11,GoldenRod,in_stock,47,852,90.72
7437,Smart Brush Cooler Powerbank Compact Smart,Check scene third care window.,Gentry Ltd,Books & Stationery,400,INR,453,7.70432E+12,DarkMagenta,out_of_stock,49,279,352
7438,Speaker,Born religious business coach recent result new.,Shepherd-Dunlap,Home & Kitchen,745,INR,259,9.45048E+12,DarkBlue,discontinued,26,986,692.85
7439,Oven Speaker Fan,Especially arrive quality office wind.,"Casey, Booker and Fitzpatrick",Bedding & Bath,628,INR,284,6.72663E+12,DarkSlateBlue,out_of_stock,83,455,502.4
7440,Pro Oven Mouse Cooler Rechargeable Advanced,Production this his rock clear institution.,Lewis LLC,Kids' Clothing,290,INR,86,7.29409E+12,DarkBlue,out_of_stock,7,707,237.8
7441,Premium Fridge Plus Touch Premium,Chair official size peace.,Dodson LLC,Home & Kitchen,814,INR,606,3.4501E+12,MistyRose,out_of_stock,97,810,691.9
7442,Pro Iron Toaster Projector,Across than thus glass away mean particularly.,"Santiago, Cooke and Barker",Makeup,792,INR,161,7.0372E+11,GreenYellow,in_stock,75,80,744.48
7443,Ultra Fan Ultra Advanced X,Past within subject program alone.,"Patrick, Lester and Mack",Smartphones,327,INR,828,7.10958E+12,DodgerBlue,backorder,2,774,166.77
7444,Mini Phone Scooter Max,Son ball list throughout push.,Barnes-Phelps,Camping & Hiking,144,INR,666,4.78821E+12,Aquamarine,in_stock,97,307,108
7445,Silent Watch Lite,Onto father instead.,Alvarez-Cantu,"Accessories (Bags, Hats, Belts)",931,INR,350,6.2861E+12,CornflowerBlue,discontinued,18,643,605.15
7446,Vacuum Fan,Enter follow admit personal foot challenge training.,"Booth, Frank and Tapia",Fragrances,881,INR,774,7.67577E+12,DarkSeaGreen,limited_stock,93,774,634.32
7447,Eco Powerbank Scooter Automatic Eco,Wind should although position enjoy.,Jenkins and Sons,Women's Clothing,652,INR,87,4.12789E+12,Gainsboro,limited_stock,77,495,404.24
7448,Advanced Drone Speaker Speaker,Light middle hold act.,Horn PLC,Cameras & Accessories,241,INR,664,3.4412E+12,LightSeaGreen,limited_stock,38,468,171.11
7449,Smart Camera Fast Air,Make feel positive third strategy.,Fry-Green,Furniture,470,INR,822,9.82765E+12,PowderBlue,out_of_stock,27,442,282
7450,Portable Iron Monitor Mini Ultra,Hair hear must eight assume.,English-Koch,Cleaning Supplies,110,INR,373,9.55461E+12,LightSalmon,limited_stock,12,579,86.9
7451,Smart Speakerphone Oven Eco,Whether how grow traditional.,Torres-Reynolds,Automotive,912,INR,21,5.52701E+12,SpringGreen,in_stock,91,140,829.92
7452,Advanced Drone Lite,Expert picture film policy.,Raymond and Sons,Laptops & Computers,472,INR,915,6.21024E+12,Moccasin,in_stock,15,350,344.56
7453,Silent Webcam Edge Silent Mini,Side election will they draw service affect.,Vasquez-Hughes,Health & Wellness,214,INR,375,4.64639E+12,SlateGray,backorder,34,562,136.96
7454,Pro Bicycle Scooter Portable Air Pro,Fire bank about interview only development.,"Hartman, Simon and Wilkinson",Clothing & Apparel,203,INR,147,2.97345E+12,MistyRose,backorder,87,648,148.19
7455,Rechargeable Printer,Anyone beat along local yeah generation dog including.,Kirk Ltd,Team Sports,873,INR,775,5.02124E+12,Tomato,pre_order,74,558,680.94
7456,Portable Router Scanner Clean 360,Character country kitchen blood mouth identify.,Henderson-Clayton,Beauty & Personal Care,871,INR,235,8.437E+12,HoneyDew,in_stock,9,186,679.38
7457,Ultra Fan Cooler Vacuum Compact Automatic,Stage move yard rate pressure dog small.,Koch-Key,Men's Clothing,863,INR,76,6.33236E+12,OrangeRed,limited_stock,31,953,811.22
7458,Mini Light 360,Three operation age wife as message idea Mr.,Rivas and Sons,Beauty & Personal Care,504,INR,640,5.74771E+11,OrangeRed,in_stock,33,256,473.76
7459,Fast Treadmill,Garden hit Democrat clear.,Austin-Faulkner,Fitness Equipment,987,INR,331,6.48942E+11,LightBlue,discontinued,15,706,730.38
7460,Grill,Of health administration blue ask.,Beasley PLC,Makeup,32,INR,33,9.93053E+12,Red,out_of_stock,53,938,20.16
7461,Heater Toaster Stove,Could American possible agent form.,"Guerra, Ruiz and Beasley",Cameras & Accessories,969,INR,477,3.66938E+12,LightBlue,discontinued,70,981,532.95
7462,Shaver Mouse,Describe husband model week somebody.,Forbes-Haynes,Grooming Tools,289,INR,406,2.19419E+12,SandyBrown,backorder,93,341,265.88
7463,Smart Bicycle Microphone Touch,Dog official truth record.,Coleman PLC,Beauty & Personal Care,999,INR,256,3.56864E+12,Khaki,limited_stock,78,949,589.41
7464,Dock Powerbank Speaker,Soon war response ball good stand.,Duke-Curry,Fragrances,690,INR,464,4.76325E+12,Maroon,backorder,40,331,614.1
7465,Portable Brush Plus,News occur manager risk about control training.,Morse-Duffy,Kitchen Appliances,271,INR,797,7.20504E+12,Yellow,out_of_stock,15,413,162.6
7466,Headphones,Term onto finally choice either.,Aguirre-Hansen,Cleaning Supplies,656,INR,699,1.6514E+12,BlueViolet,out_of_stock,37,246,590.4
7467,Portable Radio Iron Edge Smart,Simple idea including shoulder local.,Liu-Valdez,Smartwatches,814,INR,796,3.51529E+12,LightSeaGreen,backorder,42,667,463.98
7468,Silent Heater Mixer Shaver,Officer seven hear size.,"Lang, Copeland and Green",Kitchen Appliances,920,INR,430,4.39622E+11,Tomato,in_stock,91,814,800.4
7469,Pro Charger Tablet Brush Clean Automatic Sense,Themselves trade model son.,Rosales Group,Beauty & Personal Care,988,INR,530,6.20257E+12,Gray,in_stock,73,151,632.32
7470,Wireless Cooker Mouse Bicycle Rechargeable Lite,Until mention food amount.,"Cannon, Logan and Marquez",Cameras & Accessories,57,INR,714,5.08904E+12,LawnGreen,backorder,36,462,53.58
7471,Mini Cooler Sense,Market collection environment stay vote worker card.,Gutierrez-Faulkner,Home & Kitchen,471,INR,792,9.67744E+11,Olive,pre_order,14,504,310.86
7472,Ultra Iron Toaster Projector Mini Touch Touch,Industry knowledge go arm program feeling.,"Lin, Berry and Mora",Clothing & Apparel,538,INR,738,8.91914E+12,FloralWhite,discontinued,20,773,344.32
7473,Watch,Foreign particularly least mean computer popular marriage dark.,Hernandez-Li,Smartphones,738,INR,320,8.02616E+12,Moccasin,out_of_stock,42,404,597.78
7474,Rechargeable Grill Touch Compact Pro,Tend war happy same several street.,Quinn-Pace,"Accessories (Bags, Hats, Belts)",682,INR,810,8.81754E+12,Salmon,discontinued,81,184,641.08
7475,Smart Powerbank Cooker Iron Sense,Know fight establish.,"Moon, Morton and Foley",Cleaning Supplies,626,INR,21,3.94162E+12,DarkMagenta,backorder,28,875,588.44
7476,Automatic Mouse Treadmill Phone Plus Smart Premium,Window vote her level central daughter raise friend.,Kline Inc,Furniture,808,INR,427,8.29177E+12,CornflowerBlue,in_stock,98,357,743.36
7477,Watch Thermostat,Follow example former owner only part.,Gordon-Wood,Beauty & Personal Care,69,INR,280,2.24353E+11,Purple,pre_order,95,186,34.5
7478,Dock Powerbank Speaker,Than end to degree design foot.,Barnett-Duke,Automotive,677,INR,405,8.2287E+12,DarkKhaki,out_of_stock,18,274,609.3
